	chip1	chip2	chip3	chip4	chip5	chip6	chip7	chip8	chip9	chip10	chip11	chip12	chip13	chip14	chip15	chip16	chip17	chip18	chip19	chip20	chip21	chip22	chip23	chip24	chip25	chip26	chip27	chip28	chip29	chip30	chip31	chip32	chip33	chip34	chip35	chip36	chip37	chip38	chip39	chip40	chip41	chip42	chip43	chip44	chip45	chip46	chip47	chip48	chip49	chip50	chip51	chip52	chip53	chip54	chip55	chip56	chip57	chip58	chip59	chip60	chip61	chip62	chip63	chip64	chip65	chip66	chip67	chip68	chip69	chip70	chip71	chip72	chip73	chip74	chip75	chip76	chip77	chip78	chip79	chip80	chip81	chip82	chip83	chip84	chip85	chip86	chip87	chip88	chip89	chip90	chip91	chip92	chip93	chip94	chip95	chip96	chip97	chip98	chip99	chip100	chip101	chip102	chip103	chip104	chip105	chip106	chip107	chip108	chip109	chip110	chip111	chip112	chip113	chip114	chip115	chip116	chip117	chip118	chip119	chip120	chip121	chip122	chip123	chip124	chip125	chip126	chip127	chip128	chip129	chip130	chip131	chip132	chip133	chip134	chip135	chip136	chip137	chip138	chip139	chip140	chip141	chip142	chip143	chip144	chip145	chip146	chip147	chip148	chip149	chip150	chip151	chip152	chip153	chip154	chip155	chip156	chip157	chip158	chip159	chip160	chip161	chip162	chip163	chip164	chip165	chip166	chip167	chip168	chip169	chip170	chip171	chip172	chip173	chip174	chip175	chip176	chip177	chip178	chip179	chip180	chip181	chip182	chip183	chip184	chip185	chip186	chip187	chip188	chip189	chip190	chip191	chip192	chip193	chip194	chip195	chip196	chip197	chip198	chip199	chip200
gene1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1.16173507984	-0.0437697108248	-1.19020017474	0.117378700213	-0.643484490227	-1.44835738894	-1.71993759706	0.41787936507	-1.44794905215	0.188443224998	0.728591342297	0.439103435612	-0.505764452369	0.788095728138	1.4283380881	0.412141763328	-0.422986361363	0.349900860081	1.17848684192	0.381127362713	1.20902841947	1.57739586829	0.706526628361	-1.07525947091	-0.311514478744	-0.0820843454184	-0.173529285159	-1.29024538998	-0.586856837016	0.0118298321525	0.733835237696	0.93404744836	-0.617363193981	-0.835547806781	1.59045833743	-1.78359345339	1.70465933011	-0.402052627699	-0.857915815973	-0.635378259115	0.00157173948889	0.817677504512	0.0753770670753	0.860350884251	-0.194789581969	0.548692893441	-0.000896977172768	0.689777520221	-1.5951515669	-0.633169104195	0.356774773099	-0.792335115364	-1.98556199815	-1.65789341524	0.0163106996422	0.634594134777	0.260415685783	0.417728818182	2.22448724694	-0.039779097065	-0.409900168719	0.121390361632	-0.74367146224	-1.30462779765	0.25449390436	-1.02971277674	1.01677986085	-0.379274528671	1.58393175474	-0.715998913643	0.0639784758814	1.74889436679	-0.649107613458	1.4439780625	-2.0392301206	0.534715322212	1.36302672713	1.11553098399	-1.15690521655	-1.40824247204	-0.363899917295	-0.666612410389	0.733242113664	-0.36985703963	-0.701785413828	1.29263732398	-0.755928256681	-1.64254931704	0.567370996131	-0.68267014531	1.26638251129	-0.738509203618	-1.08491449634	-0.432250733098	1.07525670076	0.210169243557	-0.279128324598	0.556043077541	0.758888634999	-1.32745680788	-0.477804963778	-0.0285526408668	-0.3565404068	-1.69032395587	0.305932982463	-1.7230011308	0.623106102141	1.11209513208	1.35573629539	-0.17030562868	0.677220424227	0.841466441205	-0.688094819189	-1.78264078315	-0.872207448814	1.05432617563	0.0576163810958	0.151698470401	0.717910535572	-0.503377561815	1.66281102047	-0.0217038756769	0.914159227178	1.16910621022	0.0960465363446	0.65716924148	0.355542759745	1.46654797361	-0.295347789112	1.1000448354	-0.635416624205	0.524724498673	1.10212268418	0.690855846032	0.116625692605	-0.696369145373	0.249580269419	-0.775419045105	0.263528890647	1.96558439293	-1.09220885471	0.0895467930459	0.0510520242891	-1.26684053048	0.747317739689	-1.61562628437	-0.370392931086	1.08448219039	1.34401666125	-0.873216887215
gene2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2.35562136789	1.34840025828	-0.460251108576	-0.156761797248	-0.465128871237	1.04729510023	0.436841340232	0.349763398384	-0.0894542834161	-0.271485070333	-1.4053383602	0.167087365279	0.24404586956	0.287288782424	0.760289126029	1.00607720184	2.49317857377	0.360697699695	-0.654559079117	-0.28471351532	-1.1155956512	0.326790375604	0.528986274042	0.0448274018544	-0.186605655951	1.18489877447	0.40564924652	-1.1638153632	1.06739858899	-0.393654275508	0.693179292951	-1.02578712721	0.654456284328	-1.01362554345	-0.398697265645	-0.405488209532	-1.81444909739	0.126379242377	0.0156231037446	-0.208030967955	-0.245459847172	-0.752169236972	0.086463714395	0.701454365543	-0.850843749836	0.457498021025	-1.51431987941	1.7591021949	-0.190523414583	1.48663141077	0.404275817169	0.797465716767	-0.728808105875	1.07467579044	0.511125137603	1.06387955174	1.7615738265	-1.29408952023	0.661082446279	-0.532715294598	-3.51426001074	-0.600293290002	-0.00282429696382	0.407951712119	-1.8785781947	-1.61012761721	-1.69654486417	1.13346886832	0.187597254972	0.933667380231	-1.2781757176	-1.13489731635	-0.272271297158	0.957329208882	-0.318655898538	-0.289707446921	1.62031678952	-1.14325661058	-0.838586854128	0.210824270521	0.79665049111	-0.524789813064	-0.58357588936	2.39080307889	0.273071799515	1.85579245765	1.08847146099	-1.2656935365	1.14796323661	-0.689964268727	-0.967212875078	-1.62990385964	-0.970083544034	0.876227397437	0.458672042179	-0.0151752587018	-1.83822006435	0.159272727574	0.410675144283	-1.19565925413	-1.49214384746	-0.752253339944	-0.878342470029	1.36646648754	-0.262048941215	0.751042299516	1.11376642896	0.913242921039	1.42938036009	-0.162273799129	-1.04899900708	-0.394337809874	2.3510203955	0.94451934468	0.841929479205	1.16821212887	0.522236611959	1.24999013453	0.760053365935	-0.644061815967	-1.63222143171	1.38169835964	-0.98005057608	-0.886020812285	-0.145484278141	0.767317547604	0.876479156483	-0.171874650798	-1.16151426075	0.601627793122	-0.111991163572	0.742269826245	-0.584288476734	0.70303386921	-1.45873160554	0.204044438576	0.174571177799	-0.63083946724	-1.08107011015	-0.642049406472	-0.65607121933	0.380770671471	-0.0763660400638	0.165410031617	-0.698750619251	-0.417457006605	0.589734299808	0.344948919355	0.316932508319	-0.646239897126
gene3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-1.52347911726	0.306283628175	-0.278658028013	-0.0144869660915	1.01342458284	-0.399008887209	-0.509689122639	1.77424721704	-0.087718168262	0.755228310483	0.374781552832	0.655417684429	-0.0969532429203	-0.342713353757	2.5320617594	1.29008715283	-1.66163099346	0.338606679351	-0.814292406037	-0.97259363027	-0.805182040707	-0.918488748079	0.416482603693	0.095073580281	1.23395548421	0.160801854343	-0.214270663388	1.10602963548	-1.15292433656	0.519952856541	0.0789733560591	1.01562369235	-1.01888481681	-0.569227963317	-0.583179148206	-0.0839944074061	0.791184465096	0.0539674863297	1.77012680679	1.72589872794	0.619510040742	1.99076563952	0.720646597302	0.0232455696713	0.723091846178	0.417753748798	-1.12906539297	-1.08025378683	2.31791867948	-0.102602792903	0.144415893162	-1.11420620731	-2.59454555526	0.69391269595	-0.0422498985878	0.678665931351	-2.11342420557	-1.69897628987	-0.209126479124	-0.286265130952	0.592794722638	0.12896627174	-1.29800212255	0.585431864865	-0.561332125207	0.189140067066	0.223924607648	0.276452940487	-1.85622836745	-0.00718890823785	-0.950091774854	0.246116554122	1.57063531393	-1.12857196856	0.0391425819186	0.122769762456	-0.0505767284962	-0.0573054149806	-0.169791463114	-0.0756402521438	1.03421717842	-1.18462302596	0.69089398575	2.57608590812	-0.23051494777	0.965796924381	0.421551344642	-0.867909621739	0.159288645393	-0.544592630731	-0.442341028351	0.937119988461	-0.159080039711	0.138982521884	0.180921451325	-0.523788939422	1.02048346978	-0.218756642732	-0.361253077293	-0.777054426807	0.382744942718	0.046712920844	0.874962633415	1.05405661017	-1.20831863757	0.581728980655	0.216797211192	-0.964403606779	-0.570169832678	0.826982099805	-0.632700788078	0.999621209293	-1.67109680309	-0.696958610788	0.623672051368	0.630827529392	0.24494141228	-0.0665744905966	-0.999608115864	-1.06185166621	-0.548050541806	-0.168366280309	-0.553371573066	0.647957652218	2.64058722555	-0.0777338143415	0.437562164733	-0.125359718345	1.12174172912	0.380170558172	-1.07236324529	0.241428027924	-0.60883552713	1.5289873365	-0.350183138677	0.182605008486	-0.771666212082	0.576753738996	0.471908439158	-0.278821534916	0.128590546783	-0.622721291915	0.0904078528887	0.530291368376	0.792708212954	-0.707886308013	-1.92520833839	-2.19053756844	-0.970705912298	1.00891513207
gene4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-0.668191019855	1.41200235352	-0.787933508699	0.336490489155	0.1309517942	-0.194875622553	0.834760407371	0.00575349324997	0.697343146914	1.45337469869	-1.58389849531	1.5829561275	0.0492624433102	-0.345863783399	1.11436304202	-1.56265972462	1.30171684627	0.353168949657	-0.306821247416	0.0574552122992	-0.424614570986	-0.472903376744	-1.45405692969	0.785922333767	0.4701347005	-0.751450512193	-0.362707656173	0.713709559591	0.841832866678	-0.621939698675	0.474920091097	-0.284312382331	0.211664502447	-0.5079434724	-0.648850517589	-2.38553768619	-0.0181414474678	-0.295307846595	0.757323325485	-0.934111070345	-0.374249716314	0.443491985969	-0.014831052746	2.6192208206	-1.26862889301	-1.76325338855	0.663249289296	-1.072853513	-0.0948915500786	0.439742033925	-0.0271948254562	-0.52011807444	-0.449580010459	-0.927620686729	-0.914074489481	1.59281810829	-0.467606361459	0.611801869358	1.17513202958	2.53286239186	-0.157404585136	-1.44898026671	0.767441202705	0.585710051364	0.613034199098	-1.59948280615	-0.272239378842	-0.383753055971	-0.292955912417	-0.537291917986	-0.847919710233	0.493292938041	1.26079148998	0.233800056734	-1.45056382931	0.804763530804	1.84028358234	1.24974247723	1.29526097098	-0.783504491279	0.253367883709	1.22483627619	-0.711706437683	-1.19003774209	1.76603690275	0.133910267401	0.644053141487	-0.293125855135	-0.238642577067	-0.915120260373	-0.32611133948	0.444070377935	-1.45631122528	0.177558890933	1.08315657019	0.391908833202	-1.49270331756	-0.216633040963	-0.834351899118	-0.882709085541	1.00919578849	0.760101889101	-1.49991045377	1.40706038993	1.23302527126	0.548545450763	-0.388890797041	1.13468783298	-0.645481140413	0.371062659104	0.378646999719	0.270516162933	-2.06075048758	0.413608325377	2.47181099294	1.20805841529	1.40298733053	-0.0448104539991	0.953505500409	-1.82439330879	1.11122072947	0.809884070117	0.579407149209	-0.149928468089	0.453842940834	-0.211857475606	-0.888071138479	1.26926455489	-0.260570784021	0.324542971501	1.24318850253	1.13621910054	-1.09224618105	0.213516394361	0.80478612714	-0.397427375879	-0.130851042918	0.89271316722	-0.653720248493	1.6188569746	1.85573324727	0.0503289756146	0.847066326061	-0.676511499538	-1.1530641442	0.979992501468	-1.68034994494	-0.371062906787	0.88585078602	-1.2553232044
gene5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-2.01384393619	-0.934662529446	-0.942329380036	-1.6598725563	1.94654965615	0.45763084316	0.96083550236	-1.22981423072	-0.361747466462	-1.01597228608	0.233554328347	0.355380833167	0.0648476381544	-1.5447740283	-0.420204005422	-0.275314352598	0.753569458707	1.52775636945	-1.41358832134	1.12020797174	1.34007106928	-0.278062816978	-0.761172768371	1.50272935046	-0.297380735064	-1.40117865333	1.24166207559	0.390018466432	0.777731038352	-0.214834207496	1.59728602133	-0.0152918681767	-0.00863390577974	0.879040551689	0.380860790411	1.44457429838	-0.127880799475	0.154481661125	0.462395178436	-0.920062058962	-0.611596532847	-0.409453389638	0.918285979969	1.76033816343	-1.0942384671	0.566591771888	-0.584951703194	1.43504950454	-0.60518515136	1.13073514921	0.863038420215	-1.31011858193	0.0671136921073	-0.17018944177	-0.37217878632	-0.594515986381	-2.33515464372	-0.106897372558	-0.995878625502	0.104628246077	-0.766585436135	1.49290331237	-1.24597614243	0.91633735392	-3.12361248865	-0.66519812177	-0.109349820695	-1.35304164625	0.229108060467	1.65692938301	0.330296379314	2.91579082857	0.58752083682	-1.28184080029	0.247777605385	0.807920115577	-0.407181326551	1.73397779287	0.0827771858248	-0.546332076789	0.529525723327	-0.608832675002	0.872347999402	-0.302567630486	0.585386025691	0.634118370943	-0.451779690031	0.654390580019	-0.636115503652	0.379743507504	0.168408226348	0.306301910904	-0.208706435169	0.142167760191	1.1403504796	1.24915976762	-0.641287745186	-0.0913456639616	2.629530743	-1.18943964704	-1.4557187832	0.84646633308	-0.367825685151	-0.20631123556	-0.989062586716	-0.0834593254573	-0.449750867647	-0.181372339195	0.0735360030103	0.430542522494	-0.193784905919	0.2606313599	0.259489486893	1.02141020292	1.86778608085	2.19337878827	2.31628493806	-1.26604115522	0.34676098839	-0.212444314938	-0.247175325837	-1.74033276717	0.51429057001	0.479854818889	-0.859547783802	-1.4545051433	-1.07858974629	0.313775062515	1.10342537797	0.336265511347	-1.16003410061	1.17744353596	-0.467170144074	-0.210731922416	0.0331613499775	0.303444710896	-0.524990883728	2.32129351376	-0.666952504365	0.0926309050806	-0.927432428094	-0.211689273374	0.527334631842	0.643213899701	-0.370963963107	-0.360779566011	0.0025102901375	0.309427798874	0.640592204452	0.239537424035
gene6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1.8775050302	0.0248669870258	3.6045763244	0.236482343701	-0.519064843447	-1.82874420644	0.0496640096968	0.869241742505	-0.775165279031	0.750342883541	-0.510983608407	1.21770648634	0.336132841326	0.130394629953	-0.132716472753	-1.21523668016	-0.455214776794	2.33196035692	0.133446679452	0.100406425205	0.628372756804	-0.549259595234	-1.54708232518	-0.90057679621	0.525208341674	0.970184465214	-0.886393358814	-0.550290198007	0.111329314705	2.85508013274	1.30692007144	-0.994291377183	-0.955201960992	-1.59768042249	0.85537140931	-1.15358412176	-1.53398664118	1.19730472019	-0.646681573003	-0.372936583893	0.823166488553	1.63561793762	1.3472498396	-0.174783941924	0.9037743192	-1.6887541613	-0.20669754772	0.558254871856	-0.209945517324	-1.47608115889	0.294014339749	-1.19420109751	0.271812508914	-0.243822184139	0.106173129685	0.344820166248	-0.880527904406	-0.711916683111	-0.0692492815508	-0.561322520133	-0.651037462616	-1.26457538316	0.231198286582	0.886131404997	0.793443341307	0.766109133774	0.913258494827	0.307620147015	-2.41505526928	0.0399525279913	-0.469310951713	0.796704568361	-0.0562238035515	-0.216639169435	-1.19257818477	-0.0458027841076	-0.717949006598	0.28897532885	0.692156278451	-0.490967183978	0.325292215679	-3.20226633513	-1.30051804986	-0.762869681902	1.02669279108	0.641973684777	-0.371254574701	0.398550232682	0.258714280976	0.930427407803	-0.0348131267984	1.17354413235	1.37512436243	-0.414877447028	-0.905486451073	-2.24553960784	-2.2501000573	0.749456520261	-0.447021177934	0.0817542716417	1.38150445192	-0.0582073080276	-0.00186868530277	-1.61879756899	-0.342861611556	-0.222961488728	-0.457376596784	-1.1970398979	0.237338543372	2.21546529287	0.54182574339	-0.847164017016	1.09332493351	0.29229440489	-1.22970769157	0.0103891805676	1.27862970299	-1.23709557799	0.903825210376	1.22576432622	0.515524646635	0.632521678555	-0.822308431057	-0.0606381380583	0.15648439628	-0.00974470200253	-0.160097244205	0.545091512695	0.438778195706	0.471708963772	0.647755525619	-0.775506876142	-0.484620722031	-0.0138299910939	1.96557986963	0.869364474344	3.42398183209	-0.906823677169	-0.708398382096	-1.86603525463	-0.616382018601	0.304267375538	1.74521935789	0.0885340617743	-0.638420753974	1.60053370023	-0.792264184016	-0.338684528719	0.03174830988	0.204156553677
gene7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-0.772624035988	-1.65522372201	0.65032652585	-0.61703952925	1.62433542803	0.963732941555	-1.86577886365	-0.504483608164	0.530845283503	-2.68606386905	-0.515418663046	0.618676026684	-0.645933850674	1.27542454825	0.740384134084	-0.523043230317	0.468480405549	-0.998050842135	1.55444563912	0.0971714701722	0.86335007214	1.06720659461	0.931708730048	-0.111015785779	0.845098678243	0.201287578548	-0.755594659659	-1.31978073594	0.422681446471	-1.03461510609	0.490067711347	0.695566493399	-0.629906780111	-0.442129822997	-1.18623190324	-0.17046846359	0.86791614329	0.807517335939	0.379152248285	0.371144550912	0.155936132914	-0.133839630583	1.01620481596	-0.807956134033	1.19096277987	-0.00213246865999	-2.10576833974	0.991473072101	-0.0770438774361	-0.540333572195	1.01696055339	-0.549233572475	0.329876224158	0.262669646272	0.135908371338	0.483625177162	2.14427037185	0.771330667625	0.200689894979	-0.277269917462	0.749977096607	-0.748824349125	-1.89325152199	0.231100943674	-0.666521489489	1.06047297751	0.993379270179	-1.47604204052	0.230577753122	1.54419050159	-0.593568359848	1.00881230577	1.47294939134	-0.295548943955	0.95204460723	-0.384862241779	0.237916362031	-0.78305377653	0.218082790303	0.395280703	0.955676638297	0.976678022244	0.276833147617	1.03832022716	0.828331185468	-0.582822342641	-0.492626563177	-0.570862484681	1.52229093547	-0.560555982043	0.648834207996	0.593503921191	0.598625488175	1.29839675912	-0.165396351119	-1.4227523395	1.16281943991	1.55569349273	0.595223696234	-0.961062006982	1.33748259	-1.12470469667	0.697086080292	-0.308000302441	0.29911857854	1.11321291302	0.401084606599	0.895777423764	1.17008638499	1.31816235912	0.757143044666	1.22148916292	0.047976597504	0.0248044454176	0.781545406236	0.897016030361	0.535983077326	-0.408811501855	-1.24994194136	-1.07162887415	-1.01804227228	-0.613788764678	-1.103893008	1.08666516433	-0.133124118767	-0.716442921932	1.34894214517	-0.225130593395	0.969704612248	0.172433751204	-1.01257006555	0.0331270282082	-0.890335235521	0.955236268901	-0.407283597387	-1.34388919672	1.51158571514	-1.43265905512	-0.882134468054	0.225963682246	2.12750372454	0.766830751265	0.363954383835	-3.53487690334	-1.60717104915	-2.23554529933	0.755265150159	-0.0627615723581	1.99191275354	-0.976255698604
gene8	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.262170134011	1.09198942846	-1.52509830633	0.316169700008	0.463386664681	-0.759224699312	-0.4212128266	-0.716819499312	1.30380798605	-2.08632460037	-0.976944421015	0.000476407872352	1.08702787522	-0.649776223845	1.74843360652	0.81567399459	-2.06121305493	2.11636063425	0.564102251398	0.205066359389	-0.891077001097	-0.458679724813	1.57135558809	-0.707374260944	-1.91978566527	0.409822414317	-1.336075578	-1.56646600539	-0.790382543397	0.649926885601	0.218094278186	-0.570597845988	0.445769257634	-0.125488725099	-0.974457726029	-1.58105518419	-0.176794760953	1.09883038235	-1.21064103285	-0.0307139852269	0.975070746347	0.857067172533	-1.35256503222	-1.26421993564	0.649752775448	-0.990516523142	0.14262974443	-0.755041804184	0.777142154864	-0.207246857611	-1.0601687517	1.19283323946	0.00975500231593	-1.09596372784	-1.05305222289	0.188023078272	-1.02583489665	-0.428345766376	-0.717421374279	0.949019733742	1.58218341361	0.197964926054	-0.333536515743	0.905848993567	0.650685581791	-0.996181723569	-0.158393586771	-0.594471708843	0.251325439867	0.0895969510778	0.649949710897	0.518733294256	0.571486918258	-1.18742092432	1.35459613383	-1.52185347192	0.394542363345	0.27592682524	-0.252446891009	0.823484426836	-0.883088228041	1.10205426929	0.458202195373	2.43940167254	-1.58293606769	0.932529052719	-1.51913506952	0.761209837604	0.386727778165	0.452845314729	1.8010650323	-1.13553948966	-1.30235902197	-0.261119722011	-0.390172004175	0.159382537003	0.636454612939	-0.00455548348861	0.557678330529	-2.3271574753	1.54918965011	0.768894498656	2.51053196216	0.393442499775	0.166052928341	-1.4903065576	-1.15013681618	-0.968751833544	-0.817020197199	0.185154734652	0.389790857697	-0.464053048654	-0.0909152334724	0.919589903969	0.306938521362	-1.33080833601	-0.664492980305	-0.707111775571	-1.92221743885	1.55557269294	2.02600499628	1.85353462131	0.0674733118812	-0.809314028722	-0.760608485198	-1.32032801811	0.922829088512	-1.4400805987	0.46016521181	-0.707754790133	0.574288692402	-0.503116345939	0.34726677317	0.205356349234	-0.48918414703	0.711846708803	-0.897832839744	-1.19705869633	0.402345198948	0.0719568276377	-0.471720084056	-1.16181801441	0.394165342471	-0.507097828847	0.516718564545	0.980107320599	1.62146965607	0.977512922197	0.00362769172999	-0.895744180393
gene9	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-2.3857811686	2.02926166018	1.12023471569	1.28808672248	0.129475777674	0.300335768149	-1.41112749084	2.32609327565	-1.00555585169	-0.932148318109	-1.17807940284	-0.508903422412	-0.730615685972	-0.0017146758632	0.714044950235	0.459362802255	1.61086262702	0.664961415213	1.03763288886	-0.651044030792	1.28938699251	-0.24880534479	-0.0818202366625	1.74822073403	-1.02070569968	-1.12127324612	-0.425460106484	-0.892557078213	-1.73499193221	-0.0924769667234	-0.947880295709	0.157363294658	-0.324245810328	-0.19012991204	3.01037810388	0.310807428615	1.30136791074	0.857229724647	0.159210537242	0.439914654632	1.40003599472	-1.39986734001	-1.56492829317	0.511821179413	-1.33488422286	0.00680594306344	1.65943975083	-0.369694310738	0.208471531969	-0.688274415889	0.107133173635	-0.674755545248	2.19578175216	1.09652881694	0.46261269043	1.10834590721	0.340735487829	-0.110386613988	0.153050197054	-0.313154801278	-0.241543840189	-1.36614533283	0.330246594131	0.860476475394	-1.07664285296	0.79790337575	-2.38142759047	1.30087495509	0.233387456627	-0.421030085177	-1.49658974368	0.288485997731	-1.99222132464	0.402649826636	-0.633334321391	0.167271266352	-0.990181036729	1.70366205702	-0.0740328953952	-1.2093949721	-1.21612064124	1.34315588726	0.132837881592	-0.82737410717	-0.176496727354	0.383623807655	0.522078399993	0.0151096685639	-1.32818402965	0.0494796343073	-0.142566924982	0.0414045803267	0.277238463139	0.931585855791	1.45081173261	-1.37664809781	-0.368476383036	0.00313510037205	-1.2793237896	1.00115899993	0.159595272556	0.216272921321	1.56877651592	-0.513033533721	1.24546948339	0.377729507178	-0.522931656973	-0.686884092832	-0.352978303012	-1.21350470234	-0.943657618036	-2.87963769222	-0.835407640882	-0.165136760057	0.157216832494	-1.17310507206	1.42515935281	-0.430886761438	-0.671161420761	-2.58972468333	-1.39273028318	-0.16466877022	-0.525114438538	0.530317939366	-0.196619450712	1.98359123503	-1.14685874984	-1.53953037854	-0.296280756843	-1.99230087456	0.447618303256	0.518434649019	1.00748431955	0.428418891012	-0.359827458297	-1.54247515554	-0.115794243487	1.17530289326	1.03902457247	1.22789780496	0.722111350482	-0.963074405203	0.32612594124	-1.06279412168	-0.853386256996	-0.410591434215	-0.44985040639	0.13226648646	0.588180439452	0.65065762887
gene10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2.23018690927	0.719481156143	-0.7841504406	0.405599808791	-0.423671808682	0.313243967254	-1.68088663961	1.22930374149	-0.702033910975	0.600100090927	1.81950116115	0.775600694395	0.40910491159	-1.85832854607	-1.41375782773	-0.0609041912387	0.391415323217	1.4136994861	2.7321209519	0.492684439314	-2.18365998102	-0.159238474696	-2.57800096824	1.70520225949	-1.71778973383	-2.89030898258	-1.67141644432	0.512569022845	-1.7642307833	1.23802298186	0.154272934548	0.302441859417	-0.579378018745	-0.587451368297	-0.839003049011	-0.628500368621	0.629240671451	0.0342023344474	0.761151368725	0.0196519390319	0.152685629193	-0.539331645693	0.351728236537	0.527715809751	-2.66738517357	1.32668065835	0.355141134294	0.205256144781	-0.821937209474	-1.32831766946	-0.564106123646	0.308478046118	1.27731099527	0.163281061529	-1.13246733652	-1.00426212995	1.16737713916	-0.409643265205	1.59500770857	-0.933989714346	-1.19931084321	1.02252786532	0.878394155631	1.05751596332	-1.90225713465	0.235717055819	0.186933018366	-0.687558509773	1.44001378992	0.225920149101	0.306835794008	0.748699707433	-2.0919477423	0.289920623728	1.99614360111	-0.351915132901	0.863059557028	1.16665249961	2.24337378	-1.23966277649	-1.3372378296	-1.6347869481	-0.889602162348	0.373750094904	-0.600140542344	-0.197338469242	0.159138842763	1.47173274428	-1.30966549683	-0.284308718378	-0.473149357369	-0.167745038581	-0.289240807188	0.824389103309	0.670956293765	-0.135755939446	-0.0108527699448	-0.78435703761	-1.63620495135	-1.50241799666	1.49513117584	1.47999723802	0.0157114521999	-0.746794563553	-1.57642258597	0.426160865032	1.74822341552	1.05058900438	0.893454317168	-2.1563364624	-1.81099257724	-2.58587483784	0.127446187972	-0.350544873008	-2.56829837541	0.462614289602	-0.828620403117	-0.732233583403	0.694514733838	-0.934262488281	-0.0964978878513	0.150575908385	-0.22857111911	-0.746330550472	-1.6456518151	0.494296251524	-0.779124868882	-1.833569755	-1.00728483794	-0.0261979614492	0.88558145466	0.945220768908	-0.235110739014	0.480572823698	0.669465397165	-1.32586173113	-0.235575080173	0.583324444652	0.163189980146	-1.20095685931	0.683082214158	0.791199723656	0.0828675305867	-1.55580025648	0.496633229405	0.756768115102	0.843356043564	-1.42879185041	1.97244714335	0.156810977128
